"name"	"references_link"	"references_type"	"references_resource"	"references_id"	"references_annotatorClassName"	"description"	"bloodBrainBarrier"	"brandNames"	"synonyms"	"id"	"targets_name"	"targets_targetParticipants_link"	"targets_targetParticipants_type"	"targets_targetParticipants_resource"	"targets_targetParticipants_id"	"targets_targetParticipants_annotatorClassName"
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Fibroblast growth factor receptor"	NA	"HGNC_SYMBOL"	"FGFR2"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Platelet-derived growth factor receptor"	NA	"HGNC_SYMBOL"	"PDGFRB"	0	""
"ENMD-981693"	NA	"CHEMBL_COMPOUND"	"CHEMBL52885"	0	""	NA	"N/A"	""	"ENMD-2076|ENMD-2076 FREE BASE|ENMD 981693|ENMD-981693|ENMD-981693|MKC 1|MKC-1|R-440|Ro-317453|RO 31-7453|RO-31-7453"	"ENMD-981693"	"Platelet-derived growth factor receptor"	NA	"HGNC_SYMBOL"	"PDGFRA"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase SYK"	NA	"HGNC_SYMBOL"	"SYK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Adenosine receptor A3"	NA	"HGNC_SYMBOL"	"ADORA3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"vesicular monoamine transporter 2 (VMAT2)"	NA	"HGNC_SYMBOL"	"VMAT2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Fatty-acid amide hydrolase 1"	NA	"HGNC_SYMBOL"	"FAAH"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Equilibrative nucleoside transporter 1"	NA	"HGNC_SYMBOL"	"SLC29A1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"UDP-glucuronosyltransferase 1-1"	NA	"HGNC_SYMBOL"	"UGT1A1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"cGMP-specific 3',5'-cyclic phosphodiesterase"	NA	"HGNC_SYMBOL"	"PDE5A"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Arachidonate 5-lipoxygenase"	NA	"HGNC_SYMBOL"	"ALOX5"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Cathepsin S"	NA	"HGNC_SYMBOL"	"CTSS"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Cathepsin L1"	NA	"HGNC_SYMBOL"	"CTSL"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase ABL1"	NA	"HGNC_SYMBOL"	"ABL1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Ribosomal protein S6 kinase alpha-6"	NA	"HGNC_SYMBOL"	"RPS6KA6"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Non-receptor tyrosine-protein kinase TYK2"	NA	"HGNC_SYMBOL"	"TYK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Atypical kinase COQ8A, mitochondrial"	NA	"HGNC_SYMBOL"	"COQ8A"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase JAK1"	NA	"HGNC_SYMBOL"	"JAK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Hepatocyte growth factor receptor"	NA	"HGNC_SYMBOL"	"MET"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase NIM1"	NA	"HGNC_SYMBOL"	"NIM1K"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase MST4"	NA	"HGNC_SYMBOL"	"STK26"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"cAMP-dependent protein kinase catalytic subunit alpha"	NA	"HGNC_SYMBOL"	"PRKACA"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 24"	NA	"HGNC_SYMBOL"	"STK24"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 3"	NA	"HGNC_SYMBOL"	"STK3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase Tec"	NA	"HGNC_SYMBOL"	"TEC"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 33"	NA	"HGNC_SYMBOL"	"STK33"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 35"	NA	"HGNC_SYMBOL"	"STK35"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 36"	NA	"HGNC_SYMBOL"	"STK36"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 38"	NA	"HGNC_SYMBOL"	"STK38"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase 38-like"	NA	"HGNC_SYMBOL"	"STK38L"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"STE20/SPS1-related proline-alanine-rich protein kinase"	NA	"HGNC_SYMBOL"	"STK39"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase TAO1"	NA	"HGNC_SYMBOL"	"TAOK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase TAO2"	NA	"HGNC_SYMBOL"	"TAOK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Kappa-casein"	NA	"HGNC_SYMBOL"	"CSN3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase TAO3"	NA	"HGNC_SYMBOL"	"TAOK3"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase TBK1"	NA	"HGNC_SYMBOL"	"TBK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Cyclin-dependent kinase 1"	NA	"HGNC_SYMBOL"	"CDK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Angiopoietin-1 receptor"	NA	"HGNC_SYMBOL"	"TEK"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase MRCK gamma"	NA	"HGNC_SYMBOL"	"CDC42BPG"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Dual specificity testis-specific protein kinase 1"	NA	"HGNC_SYMBOL"	"TESK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"TGF-beta receptor type-1"	NA	"HGNC_SYMBOL"	"TGFBR1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Cyclin-dependent kinase 4"	NA	"HGNC_SYMBOL"	"CDK4"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Cyclin-dependent kinase-like 1"	NA	"HGNC_SYMBOL"	"CDKL1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Cyclin-dependent kinase-like 2"	NA	"HGNC_SYMBOL"	"CDKL2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"TGF-beta receptor type-2"	NA	"HGNC_SYMBOL"	"TGFBR2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Tyrosine-protein kinase receptor Tie-1"	NA	"HGNC_SYMBOL"	"TIE1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase Chk1"	NA	"HGNC_SYMBOL"	"CHEK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase Chk2"	NA	"HGNC_SYMBOL"	"CHEK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Citron Rho-interacting kinase"	NA	"HGNC_SYMBOL"	"CIT"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Dual specificity protein kinase CLK1"	NA	"HGNC_SYMBOL"	"CLK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Dual specificity protein kinase CLK2"	NA	"HGNC_SYMBOL"	"CLK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase tousled-like 1"	NA	"HGNC_SYMBOL"	"TLK1"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"Serine/threonine-protein kinase tousled-like 2"	NA	"HGNC_SYMBOL"	"TLK2"	0	""
"Fostamatinib"	NA	"DRUGBANK"	"DB12010"	0	""	"Fostamatinib has been investigated for the treatment and basic science of Rheumatoid Arthritis and Immune Thrombocytopenic Purpura (ITP). It was approved on April 17, 2018 under the trade name Tavalisse for use in ITP [L2644,FDA Label]. Fostamatinib has also been granted orphan drug status by the FDA [L2644]."	"N/A"	""	"Fostamatinib"	"Fostamatinib"	"TRAF2 and NCK-interacting protein kinase"	NA	"HGNC_SYMBOL"	"TNIK"	0	""
